code,name_short,gender,function,country_code,country,nationality,height,weight,disciplines,events,birth_date,occupation,coach,influence,ritual,Cluster
1961612,CHIU HC,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Rowing'],"[""Men's Single Sculls""]",20-08-1994,Athlete,,His family,,0
1961623,YAN Z,Female,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Women's Windsurfing""]",24-10-2001,,,,,0
1961629,HUANG Q,Male,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Men's Kite""]",05-07-2006,,,,,0
1961633,CHEN J,Female,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Women's Kite""]",28-12-2000,Athlete,National: Zhai Dahui (CHN),,,0
1961647,XU Z,Male,Athlete,CHN,China,China,0,0.0,['Sailing'],['Mixed Dinghy'],06-02-1992,Armed forces athlete,,,,0
1961651,WEN Z,Male,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Men's Skiff""]",26-05-2001,,,,,0
1961652,LIU T,Male,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Men's Skiff""]",07-01-2000,,,,,0
1961660,HU X,Female,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Women's Skiff""]",20-09-1999,,,,,0
1961661,SHAN M,Female,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Women's Skiff""]",23-07-2000,,,,,0
1961669,GU M,Female,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Women's Dinghy""]",25-09-1994,,,,,0
1961671,MAI H,Male,Athlete,CHN,China,China,0,0.0,['Sailing'],['Mixed Multihull'],16-12-1995,Athlete,National: Zhang Xiguang (CHN),,,0
1961672,CHEN L,Female,Athlete,CHN,China,China,0,0.0,['Sailing'],['Mixed Multihull'],24-12-1998,,National: Zhang Xiguang (CHN),,,0
1961684,HUANG J,Male,Athlete,CHN,China,China,0,0.0,['Sailing'],"[""Men's Windsurfing""]",23-04-2003,,,,,0
1961699,OPELOGE D,Male,Athlete,SAM,Samoa,Samoa,0,0.0,['Weightlifting'],"[""Men's 102kg""]",13-05-1999,Athlete,National: Tuaopepe Jerry Wallwork (SAM),,,0
1961704,AYLSWORTH RW,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Sailing'],"[""Men's Skiff""]",16-04-2001,Athlete,National: Harris Tsolis (GRE).<br>Personal: Rory Godman (HKG),,,0
1961705,SAKAI,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Sailing'],"[""Men's Skiff""]",30-10-1992,,National: Harris Tsolis (GRE).<br>Personal: Rory Godman (HKG),,,0
1961706,HALLIDAY N,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Sailing'],"[""Men's Dinghy""]",18-06-1999,Athlete,,,,0
1961709,SIPAIA I,Female,Athlete,SAM,Samoa,Samoa,0,0.0,['Weightlifting'],"[""Women's +81kg""]",25-06-1993,Athlete,National: Tuaopepe Jerry Wallwork (SAM),,,0
1961735,LEILUA E,Male,Athlete,SAM,Samoa,Samoa,0,0.0,['Sailing'],"[""Men's Dinghy""]",15-04-1993,"Athlete, marketing account manager",Chris Russell (USA),His father,,0
1961744,RIPLEY V,Female,Athlete,SAM,Samoa,Samoa,0,0.0,['Sailing'],"[""Women's Dinghy""]",01-04-1990,"Athlete, project coordinator Australian Broadcasting Corporation",Personal: Chris Russell (USA).<br>National: Raema von Reiche (SAM),Her sister,,0
1961747,LYU J,Male,Athlete,CHN,China,China,0,0.0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",26-07-1996,Athlete,National: Wei Peng,"""All the coaches who have coached me have had a great influence on me, helping me to get on the right track in life and showing me the right way to face difficulties."" (Athlete, 21 Jun 2024)",,0
1961760,PLODZICKI- FAOAGA,Male,Athlete,SAM,Samoa,Samoa,185,0.0,['Boxing'],"[""Men's 92kg""]",18-02-1999,Athlete,Club: Ronnie Sinclair (AUS).<br>Personal: Steven Faoagali (SAM) - his father,"Boxer Joseph Parker (NZL), who held the WBO heavyweight title 2016-18, is a personal mentor. ""Every time we talk, he just says just keep doing your thing, keep being consistent. Because that's all you can do is just be consistent. A lot of people fall off in their sport or even life in general. They don't make it, or say there's a setback, they just give up."" (abc.net.au, 4 Oct 2023)",,1
1961764,CLIFTON T,Male,Athlete,SAM,Samoa,Samoa,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",29-06-1997,"Athlete, radio host",Personal: Gavin Elmiger (NZL),,,0
1961877,NARVAEZ J,Male,Athlete,ECU,Ecuador,Ecuador,0,0.0,['Cycling Road'],"[""Men's Road Race""]",04-03-1997,Athlete,,,,0
1961995,de LAPPARENT A,Male,Athlete,CAM,Cambodia,Cambodia,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",19-02-2006,Athlete,,,,0
1962075,KARUNAYADHAJ J,Female,Athlete,THA,Thailand,Thailand,0,0.0,['Equestrian'],['Jumping Individual'],18-08-1997,,,,,0
1962123,WONG KL,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Judo'],['Women -48 kg'],03-06-1998,,,,,0
1962216,DAVIDA O,Male,Athlete,ISR,Israel,Israel,176,0.0,['Football'],['Men'],18-02-2001,Athlete,Club: Zarko Lazetic (SRB).<br>National: Guy Luzon (ISR),,,1
1962225,WONG CT,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Table Tennis'],"[""Men's Singles"", 'Mixed Doubles']",07-09-1991,Athlete,National: Chan Kong Wah (HKG),,,0
1962227,DOO HK,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",27-11-1996,Athlete,National: Li Ching (HKG),,,0
1962229,LEE HC,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Table Tennis'],"[""Women's Team""]",24-11-1992,Athlete,National: Chan Kong Wah (HKG),,,0
1962231,ZHU C,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",15-01-1997,,,,,0
1962237,ALMATROOSHI Y,Male,Athlete,UAE,UA Emirates,UA Emirates,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",01-06-2003,Student,Club: Matt Bowe (GBR),His father,,0
1962267,ABDELGAWWAD A,Male,Athlete,EGY,Egypt,Egypt,185,0.0,['Boxing'],"[""Men's 80kg""]",09-10-1987,Athlete,,,,1
1962479,LO WF,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Taekwondo'],['Men -68kg'],12-09-2002,,,,,0
1962545,SHERIFOVSKI E,Male,Athlete,MKD,North Macedonia,North Macedonia,0,0.0,['Judo'],['Men -81 kg'],28-08-2001,Athlete,Goran Mickoski,"Cristiano Ronaldo, because of his discipline and consistency",,0
1962549,HOUINATO V,Male,Athlete,BEN,Benin,Benin,0,0.0,['Judo'],['Men -81 kg'],15-10-1996,Journalist,"Stephane Trompille (FRA), Dimitri Dragin (FRA)","His first judo coach Eric Chauvin. ""He's been like a father figure from the age of five right up to the present day. He is the one who taught me all my technical basics in judo. We still go on holiday together, he is really a member of my family."" (Athlete, 16 May 2024)","Eats chocolate and fruit compote before competitions, and listens to music by French artists Dalida and Booba",0
1962559,ELAWADY O,Male,Athlete,EGY,Egypt,Egypt,172,0.0,['Boxing'],"[""Men's 71kg""]",04-08-1999,,,,,1
1962576,CANNY A,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Women's 200m Freestyle""]",21-11-2003,Student,Club: Todd DeSorbo (USA),,,0
1962578,SATES M,Male,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Butterfly"", ""Men's 200m Individual Medley""]",28-07-2003,Student,Club: Rocco Meiring (RSA),,,0
1962581,COETZE P,Male,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke""]",13-05-2004,Student,Club: Rocco Meiring,,,0
1962582,MEDER R,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Women's 200m Individual Medley""]",31-07-2002,Athlete,Club: Graham Hill (RSA),,,0
1962583,GALLAGHER E,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Women's 100m Butterfly""]",18-12-1998,Athlete,Club: Rocco Meiring (RSA),,,0
1962588,le CLOS C,Male,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Men's 100m Butterfly""]",12-04-1992,Athlete,Club: Dirk Lange (GER),,,0
1962589,SMITH T,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",09-07-1997,Athlete,Club: Rocco Meiring (RSA),,"""I have a bit of a ritual where I just jump a bit and do quite a high jump touching my toes, twisting my back a little, the usual swimmer slapping routine."" (myInfo)",0
1962590,CORBETT K,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Swimming'],"[""Women's 200m Breaststroke""]",15-06-1999,Student,Club: Rocco Meiring (RSA),,,0
1962593,VINCENT J,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Diving'],"[""Women's 3m Springboard""]",13-08-1994,Athlete,Club: Todd Sherritt (USA),"Her mother Cressida, and coach Todd Sherritt",,0
1962611,FISEROVA T,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Canoe Slalom'],"[""Women's Kayak Cross""]",23-02-1998,Athlete,,,,0
1962612,GALUSKOVA A,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",17-05-2001,,,,,0
1962624,PRSKAVEC J,Male,Athlete,CZE,Czechia,Czechia,0,0.0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",18-05-1993,Athlete,"National: Jiri Pultera (CZE), Jiri Prskavec Sr. (CZE)","His parents, former international canoe slalom paddlers, took him to races as a boy, touring all the world's biggest races and venues (when his mother worked as a physiotherapist for the Czech football team). They raced him on white water, both had coached him and been his role models",,0
1962626,ROHAN L,Male,Athlete,CZE,Czechia,Czechia,0,0.0,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",30-05-1995,Athlete,"National: Jiri Prskavec Sr (CZE).<br>Personal: Jiri Rohan (CZE), his father",,,0
1962627,SATKOVA G,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Canoe Slalom'],"[""Women's Canoe Single""]",02-12-2001,"Athlete, student",,,,0
1962661,BELKADI A,Female,Athlete,ALG,Algeria,Algeria,0,0.0,['Judo'],['Women -63 kg'],10-11-1992,Sport advisor,Mohamed Sedari,"""My dad has been both my father and my friend. He always pushes me to do my best no matter what decision I make. He provides me with the information I need to succeed, he always has a positive outlook on life, no matter what the situation may be."" (Athlete, 25 May 2024)","""Pre-competition rituals are ways to maintain control. I listen to the Quran and I do a lot of Douaa (prayers). I talk to my coach a lot because he motivates me."" (Athlete, 25 May 2024)",0
1962670,DIOP O,Female,Athlete,SEN,Senegal,Senegal,0,0.0,['Swimming'],"[""Women's 100m Butterfly""]",29-08-2003,,,,,0
1962683,AYYAD Y,Female,Athlete,EGY,Egypt,Egypt,169,0.0,['Boxing'],"[""Women's 54kg""]",29-06-2003,,,,,1
1962740,HERMANNOVA B,Female,Athlete,CZE,Czechia,Czechia,180,0.0,['Beach Volleyball'],['Women'],07-11-1990,Athlete,National: Sebastian Menegozzo (ARG),,,1
1962752,PERUSIC O,Male,Athlete,CZE,Czechia,Czechia,190,0.0,['Beach Volleyball'],['Men'],26-09-1994,"Athlete, student",National: Andrea Tomatis (ITA),"His parents. ""The biggest thanks go to my parents, who have been my motivation and role models not only in sports, but also in life since childhood. I owe them for where I am today."" (Prozezny.ce, 25 Mar 2022)",,1
1962763,SCHWEINER D,Male,Athlete,CZE,Czechia,Czechia,200,0.0,['Beach Volleyball'],['Men'],01-06-1994,"Athlete, student",National: Andrea Tomatis (ITA),,,1
1962764,STOCHLOVA MS,Female,Athlete,CZE,Czechia,Czechia,182,0.0,['Beach Volleyball'],['Women'],11-03-1999,Athlete,National: Sebastian Menegozzo (ARG),,,1
1962788,DIAW I,Male,Athlete,SEN,Senegal,Senegal,0,0.0,['Table Tennis'],"[""Men's Singles""]",09-07-1992,Athlete,,,,0
1962829,DRIS MR,Male,Athlete,ALG,Algeria,Algeria,0,0.0,['Judo'],['Men -73 kg'],13-09-2001,Athlete,Club: Hamada Falet.<br>National: Moussa Ahmed,His mother,He prays and reads the Koran before competition,0
1962953,TIMONEY N,Male,Athlete,IRL,Ireland,Ireland,0,0.0,['Rowing'],"[""Men's Pair""]",06-09-2000,Athlete,,His father,,0
1963004,PESIC D,Male,Athlete,MNE,Montenegro,Montenegro,188,0.0,['Athletics'],"[""Men's 100m""]",30-11-1992,Athlete,,,,1
1963031,MATELOVA H,Female,Athlete,CZE,Czechia,Czechia,0,0.0,['Table Tennis'],"[""Women's Singles""]",08-06-1990,Athlete,National: Petr Nedoma.<br>Club: Jerome Humbert,,,0
1963042,LILI MEM,Male,Athlete,ALG,Algeria,Algeria,0,0.0,['Judo'],['Men +100 kg'],22-09-1995,,,,,0
1963077,KWEMOI R,Male,Athlete,KEN,Kenya,Kenya,176,0.0,['Athletics'],"[""Men's 5000m""]",19-09-1995,Athlete,"Personal: Patrick Sang (KEN), 1992 Olympic 3000m steeplechase silver medallist",,,1
1963091,SVECOVS P,Male,Athlete,LAT,Latvia,Latvia,0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",04-09-1994,Athlete,"National: Mihails Jefremenko, Alexander Shakurov",,,0
1963098,HAMZA Y,Male,Athlete,ALG,Algeria,Algeria,0,0.0,['Cycling Road'],"[""Men's Road Race""]",18-04-1997,Athlete,,,,0
1963245,CHEUNG KL,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Fencing'],"[""Men's Foil Individual""]",10-06-1997,"Athlete, student",,,Listens to upbeat music prior to competing,0
1963249,HO WH,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Fencing'],"[""Men's Épée Individual""]",07-04-1996,Athlete,Head coach: Zheng Kangzhao (CHN),,,0
1963262,KONG MWV,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China",0,0.0,['Fencing'],"[""Women's Épée Individual""]",08-02-1994,Athlete,"Zheng Kangzhao (CHN), Octavian Zidaru (ROU)",,,0
1963343,HOUILI N,Female,Athlete,ALG,Algeria,Algeria,0,0.0,['Cycling Road'],"[""Women's Road Race""]",27-08-2003,Athlete,,,,0
1963378,LUNEV R,Male,Athlete,AZE,Azerbaijan,Azerbaijan,0,0.0,['Shooting'],"['10m Air Pistol Men', '25m Rapid Fire Pistol Men']",25-07-1989,Athlete. Serves as a captain for the Internal Troops of the Ministry of Internal Affairs of the Republic of Azerbaijan,National/Personal: Vladimir Lunev (AZE) - his father,"His father and coach, Vladimir",,0
1963383,ULYANOVA D,Female,Athlete,AZE,Azerbaijan,Azerbaijan,185,0.0,['3x3 Basketball'],['Women'],01-09-1989,Athlete,,,,1
1963384,MOLLENHAUER A,Female,Athlete,AZE,Azerbaijan,Azerbaijan,182,0.0,['3x3 Basketball'],['Women'],04-05-1998,Athlete,,,,1
1963385,WALKER M,Female,Athlete,AZE,Azerbaijan,Azerbaijan,191,0.0,['3x3 Basketball'],['Women'],17-10-1986,Athlete,,,,1
1963386,HAYES T,Female,Athlete,AZE,Azerbaijan,Azerbaijan,178,0.0,['3x3 Basketball'],['Women'],20-09-1989,Athlete,Club: Becky Hammon (RUS),,,1
1963424,MOJSOVSKA A,Female,Athlete,MKD,North Macedonia,North Macedonia,0,0.0,['Shooting'],['10m Air Rifle Women'],19-06-2002,"Athlete, student",Personal: Jordan Tasevski (MKD),,,0
1963505,YARIGO N,Female,Athlete,BEN,Benin,Benin,168,0.0,['Athletics'],"[""Women's 800m""]",26-12-1985,"Athlete, sport soldier","Personal: Valentin Anghel (ROM), from 2022","Her mother, coaches Claude Guillaume and Valentin Anghel",,1
1963520,SEDJATI D,Male,Athlete,ALG,Algeria,Algeria,177,0.0,['Athletics'],"[""Men's 800m""]",03-05-1999,"Athlete, soldier (sergeant)",Personal: Amar Benida (ALG),,,1
1963543,MILANOV P,Male,Athlete,BEL,Belgium,Belgium,198,0.0,['Athletics'],"[""Men's Discus Throw""]",06-07-1991,"Athlete, 3D animator","Personal: Emil Milanov (BEL), his father",,,1
1963549,MOULA S,Male,Athlete,ALG,Algeria,Algeria,182,0.0,['Athletics'],"[""Men's 800m""]",25-02-1999,Athlete,Personal: Sid Ali Sabour (ALG),,,1
1963562,WALSH M,Female,Athlete,IRL,Ireland,Ireland,168,0.0,['Boxing'],"[""Women's 57kg""]",05-06-1993,Athlete,Personal: Paul Johnston (GBR),,"Has a pre-fight meal of pasta and chicken, listens to Coldplay",1
1963577,TRIKI YM,Male,Athlete,ALG,Algeria,Algeria,193,0.0,['Athletics'],"[""Men's Triple Jump""]",24-03-1997,Athlete,,,,1
1963584,BOUANANI A,Male,Athlete,ALG,Algeria,Algeria,188,0.0,['Athletics'],"[""Men's 110m Hurdles""]",17-10-1997,Athlete,Personal: Fatsah Bakouri (ALG),,,1
1963587,BOULOUSSA M,Male,Athlete,ALG,Algeria,Algeria,0,0.0,['Table Tennis'],"[""Men's Singles""]",15-05-1995,,,,,0
1963632,MURASA T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",27-03-2007,,,,,0
1963633,TANIGUCHI T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",26-09-2001,,Club: Shigehiro Takahashi (JPN),,,0
1963634,HIRAI M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",07-03-2007,,Club: Shigeki Kayahara (JPN),,,0
1963635,MATSUSHITA T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 400m Individual Medley""]",01-08-2005,Student,Club: Hiromasa Hirai (JPN),,,0
1963638,MATSUYAMA R,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",29-09-2001,,Club: Hidemasa Sano (JPN),,,0
1963639,MATSUMOTO S,Female,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Women's 200m Individual Medley""]",03-04-2002,Student,,,,0
1963640,YANAGIMOTO K,Male,Athlete,JPN,Japan,Japan,0,0.0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",24-11-2003,Student,,,,0
1963651,TATAR Z,Female,Athlete,ALG,Algeria,Algeria,180,0.0,['Athletics'],"[""Women's Hammer Throw""]",10-11-1992,,"Personal: Hakim Toumi (ALG), two-time Olympian in the hammer throw (1984, 1988)",,,1
1963653,MICALLEF K,Male,Athlete,MLT,Malta,Malta,0,0.0,['Swimming'],"[""Men's 50m Freestyle""]",20-06-2001,Athlete,,,,0
1963655,KISOKA A,Male,Athlete,COD,DR Congo,DR Congo,0,0.0,['Judo'],['Men -60 kg'],04-09-2000,Athlete,"National: Nicolas Lianza, Dady Bakoyene (COD)",French judoka Teddy Riner,"""I pray to the Almighty."" (Athlete, 23 May 2024)",0
1963658,BAUM S,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Surfing'],['Women'],26-01-1994,Athlete,Personal: Amee Donohoe (AUS),,,0
1963660,SMITH J,Male,Athlete,RSA,South Africa,South Africa,0,0.0,['Surfing'],['Men'],11-02-1988,"Athlete, surfboard manufacturer",,"His father Graham. “Family is everything. I owe my family everything, and my dad was the one who got me into surfing"" (Huck Mag, 9 July 2012)",,0
1963661,McGILLIVRAY M,Male,Athlete,RSA,South Africa,South Africa,0,0.0,['Surfing'],['Men'],26-03-1997,Athlete,,,,0
1963680,KHENNOUSSI O,Male,Athlete,ALG,Algeria,Algeria,200,0.0,['Athletics'],"[""Men's Discus Throw""]",28-12-1999,Athlete,Personal: 'Zako' Yahiaoui (ALG),,,1
1963709,LOGHRAIBI L,Female,Athlete,ALG,Algeria,Algeria,0,0.0,['Table Tennis'],"[""Women's Singles""]",03-05-1997,Athlete,,,,0
1963716,GOUANED MA,Male,Athlete,ALG,Algeria,Algeria,182,0.0,['Athletics'],"[""Men's 800m""]",05-07-2002,Athlete,Personal: Reda Abdenouz (ALG),,,1
1963761,STACEY H,Male,Athlete,GHA,Ghana,Ghana,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",21-03-2000,Athlete,,,,0
1963792,TABTI B,Male,Athlete,ALG,Algeria,Algeria,175,0.0,['Athletics'],"[""Men's 3000m Steeplechase""]",07-06-1993,"Athlete, sport soldier",,,,1
1963793,SOUMAORO L,Male,Athlete,MLI,Mali,Mali,0,0.0,['Football'],['Men'],19-12-2002,Athlete,,,,0
1963799,KOUGIOUMTSIDIS G,Male,Athlete,GRE,Greece,Greece,0,0.0,['Wrestling'],"[""Men's Freestyle 74kg""]",09-10-2001,,,,,0
1963800,KURUGLIEV D,Male,Athlete,GRE,Greece,Greece,0,0.0,['Wrestling'],"[""Men's Freestyle 86kg""]",12-07-1992,Athlete,,,,0
1963806,PREVOLARAKI M,Female,Athlete,GRE,Greece,Greece,0,0.0,['Wrestling'],"[""Women's Freestyle 53kg""]",21-12-1991,Athlete,National: Mohsen Pariyaei (IRI),Coach Mohsen Pariyaei,,0
1963842,ROOSKRANTZ C,Female,Athlete,RSA,South Africa,South Africa,0,0.0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",05-11-2001,"Athlete, student",National/personal: Ilse Roets-Pelser,"Her mother, Veda",,0
1963862,ROBAN H,Male,Athlete,VIN,StVincent&Grenadines,StVincent&Grenadines,180,0.0,['Athletics'],"[""Men's 800m""]",05-09-2002,Athlete,Personal: Ryan Foster (USA),,,1
1963875,MALONEY S,Female,Athlete,VIN,StVincent&Grenadines,StVincent&Grenadines,167,0.0,['Athletics'],"[""Women's 800m""]",27-02-1999,Athlete,Personal: Chris Johnson (USA),Coach Chris Johnson (USA),,1
1963896,SYOUD J,Male,Athlete,ALG,Algeria,Algeria,0,0.0,['Swimming'],"[""Men's 200m Individual Medley""]",17-09-1999,Athlete,,,,0
1963898,MENSAH J,Female,Athlete,GHA,Ghana,Ghana,0,0.0,['Swimming'],"[""Women's 50m Freestyle""]",26-09-2003,Athlete,,,,0
1963914,MIHALEV T,Male,Athlete,BUL,Bulgaria,Bulgaria,0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",27-04-1997,,National: Alexis Pantazidis (GRE),,,0
1963915,GINES LOPEZ A,Male,Athlete,ESP,Spain,Spain,170,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",23-10-2002,Athlete,National: David Macia (ESP),,,1
1963918,ROMERO PEREZ LA,Female,Athlete,ESP,Spain,Spain,160,0.0,['Sport Climbing'],"[""Women's Speed""]",18-03-1998,,National: David Macia (ESP),,,1
1964008,NIYOMUKUNZI F,Female,Athlete,BDI,Burundi,Burundi,168,0.0,['Athletics'],"[""Women's 10,000m"", ""Women's 5000m""]",01-08-1999,Athlete,Personal: Giuseppe Giambrone (ITA),,,1
1964029,NDIKUMANA C,Male,Athlete,BDI,Burundi,Burundi,173,0.0,['Athletics'],"[""Men's 10,000m""]",22-02-2002,Athlete,Personal: Giuseppe Giambrone (ITA),,,1
1964049,FERNANDES P.X.CAV,Male,Athlete,BRA,Brazil,Brazil,201,0.0,['Volleyball'],['Men'],06-02-2002,Athlete,National: Bernardo Rezende (BRA),,,1
1964053,DIEGO MARIANO LAN,Male,Athlete,BRA,Brazil,Brazil,194,0.0,['Beach Volleyball'],['Men'],13-02-1996,Athlete,Personal: Wallace Ramos (BRA),,,1
1964058,SILVA RAMOS AP,Female,Athlete,BRA,Brazil,Brazil,194,0.0,['Beach Volleyball'],['Women'],29-09-1997,Athlete,,,,1
1964063,da SILVA AC,Female,Athlete,BRA,Brazil,Brazil,183,0.0,['Volleyball'],['Women'],08-04-1991,Athlete,National: Ze Roberto (BRA),Her parents,,1
1964064,SOUZA A,Male,Athlete,BRA,Brazil,Brazil,202,0.0,['Volleyball'],['Men'],21-03-1994,Athlete,National: Bernardo Rezende (BRA),,,1
1964065,MENEZES OLIVEIRA ,Female,Athlete,BRA,Brazil,Brazil,192,0.0,['Volleyball'],['Women'],07-04-2004,Athlete,National: Ze Roberto (BRA),,,1
1964066,LOYOLA STEIN A,Male,Athlete,BRA,Brazil,Brazil,201,0.0,['Beach Volleyball'],['Men'],19-08-1994,Athlete,,His first coach Leandro Brachola,,1
1964067,SEIXAS de FREITAS,Female,Athlete,BRA,Brazil,Brazil,177,0.0,['Beach Volleyball'],['Women'],03-08-1987,,,,,1
1964069,REZENDE BM,Male,Athlete,BRA,Brazil,Brazil,190,0.0,['Volleyball'],['Men'],02-07-1986,Athlete,National: Bernardo Rezende (BRA) (his father),,,1
1964075,SOLBERG SALGADO C,Female,Athlete,BRA,Brazil,Brazil,177,0.0,['Beach Volleyball'],['Women'],06-08-1987,Athlete,Personal: Leticia Pessoa (BRA),,,1
1964076,DUARTE ALECRIM D,Female,Athlete,BRA,Brazil,Brazil,194,0.0,['Volleyball'],['Women'],22-02-1999,Athlete,National: Ze Roberto (BRA),,,1
1964083,FERREIRA SOUZA D,Male,Athlete,BRA,Brazil,Brazil,192,0.0,['Volleyball'],['Men'],24-06-2002,Athlete,Club: Anderson Rodrigues (BRA).<br>National: Bernardo Rezende (BRA),"His brother, Alan",,1
1964085,GONCALVES OLIVEIR,Male,Athlete,BRA,Brazil,Brazil,210,0.0,['Beach Volleyball'],['Men'],17-07-1990,Athlete,Personal: Wallace Ramos (BRA),,,1
1964088,SANTOS LISBOA E,Female,Athlete,BRA,Brazil,Brazil,181,0.0,['Beach Volleyball'],['Women'],01-08-1998,Athlete,,Her mother,,1
1964089,RESENDE GUALBERTO,Male,Athlete,BRA,Brazil,Brazil,199,0.0,['Volleyball'],['Men'],22-04-1993,Athlete,National: Bernardo Rezende (BRA),,,1
1964090,GIL KRELING F,Male,Athlete,BRA,Brazil,Brazil,186,0.0,['Volleyball'],['Men'],13-01-1996,Athlete,National: Bernardo Rezende (BRA),,,1
1964094,BRAGA GUIMARAES G,Female,Athlete,BRA,Brazil,Brazil,180,0.0,['Volleyball'],['Women'],19-05-1994,Athlete,National: Ze Roberto (BRA),Coach Bernardo Rezende (BRA),,1
1964100,SOUTO MAIOR WANDE,Male,Athlete,BRA,Brazil,Brazil,190,0.0,['Beach Volleyball'],['Men'],12-09-1996,Athlete,,,,1
1964102,HONORATO HDN,Male,Alternate Athlete,BRA,Brazil,Brazil,190,0.0,['Volleyball'],['Men'],18-03-1997,Athlete,National: Bernardo Rezende (BRA),"His father, Manoel",,1
1964104,SANTOS I,Male,Athlete,BRA,Brazil,Brazil,208,0.0,['Volleyball'],['Men'],13-12-1990,Athlete,National: Bernardo Rezende (BRA),,,1
1964106,BERGMANN JI,Female,Athlete,BRA,Brazil,Brazil,191,0.0,['Volleyball'],['Women'],21-02-2001,Athlete,National: Ze Roberto (BRA),,,1
1964125,BERGMANN LF,Male,Athlete,BRA,Brazil,Brazil,204,0.0,['Volleyball'],['Men'],25-03-2004,Athlete,National: Bernardo Rezende (BRA),,,1
